id,legalName,country,source
company-4692e0add5998a5eae3d7a17,Crystal Amethyst B.V.,Netherlands,official-sponsor-register
company-b827a40c07a4ded20796b9c3,Crystal Lagoons B.V.,Netherlands,official-sponsor-register
company-e95bb55d71abd2a90b0c11b2,Crystalloids B.V.,Netherlands,official-sponsor-register
company-5721545f1376a75eb4b48c51,Crédit Agricole Consumer Finance Nederland B.V.,Netherlands,official-sponsor-register
company-e7fd8567494be94f46a38433,Ctac Nederland B.V.,Netherlands,official-sponsor-register
company-d7fbfbdc85b25aa26fb9e4eb,CtrlChain B.V.,Netherlands,official-sponsor-register
company-a1df83965ddd5e4701169193,Cubematch B.V.,Netherlands,official-sponsor-register
company-f062bda956ef159e6e6eac8f,Cuccibu B.V.,Netherlands,official-sponsor-register
company-2aa9a3eb5466aba829449413,Cultivation Systems B.V.,Netherlands,official-sponsor-register
company-259456d1830620f19ffbdebf,Cultivators B.V.,Netherlands,official-sponsor-register
company-586fe3226e002d1c230e3fbf,Cummins Emission Solutions Netherlands B.V.,Netherlands,official-sponsor-register
company-adda5df8d65f4f4b4d260f51,Cummins Holland B.V.,Netherlands,official-sponsor-register
company-da6e2b2cefb9ab4f8851b8e3,Cummins Limited,Netherlands,official-sponsor-register
company-646a08c53006c5479a10faea,"Cumulocity GmbH, Netherlands Branch",Netherlands,official-sponsor-register
company-f8dce1bbf717d1ef832ad755,Cura Packaging B.V.,Netherlands,official-sponsor-register
company-53e0690626f0c86c226314f7,Curado Trust (Nederland) B.V.,Netherlands,official-sponsor-register
company-509126737e8fb1383a9d716a,Curavista B.V.,Netherlands,official-sponsor-register
company-a94fcd1ab4702a42b01335cd,CureSupport Nederland B.V.,Netherlands,official-sponsor-register
company-8b67d28cf762964e669047b9,CureVac Netherlands B.V.,Netherlands,official-sponsor-register
company-ef7eedca857c4a4b98491122,Curgoal,Netherlands,official-sponsor-register
company-3e9a74eac26e82b9f1400031,Curiosity Venture Capital B.V.,Netherlands,official-sponsor-register
company-2921aa72f0efcbceebf3462c,Currency Cloud Services B.V.,Netherlands,official-sponsor-register
company-50d415187b0857e0431f5d9f,Curvature LLC,Netherlands,official-sponsor-register
company-336adcbbf153a91cef8be873,Customs Support Group B.V.,Netherlands,official-sponsor-register
company-8b0144ec3a49fd52566f6155,Customs Support NCTS B.V.,Netherlands,official-sponsor-register
company-6f20df59ff2cced8583248aa,Cutr B.V.,Netherlands,official-sponsor-register
company-2ca7038239c69e6bf58460df,CyBe Construction B.V.,Netherlands,official-sponsor-register
company-b249994307a4bc5e199c53d4,Cybage Software B.V.,Netherlands,official-sponsor-register
company-4fdce3d683c1f514c759e54e,Cyber Freight Amsterdam B.V.,Netherlands,official-sponsor-register
company-f5fcd973dc9dd0afa3569fcc,CyberLens B.V.,Netherlands,official-sponsor-register
company-8257369d193f3ec073b82ef8,CyberPeace Institute Stichting,Netherlands,official-sponsor-register
company-9fc195d6dcb24f24fdef0d0d,Cybermeister B.V.,Netherlands,official-sponsor-register
company-6dea2ba69bb089d9b84a049d,Cycle Link (Europe) B.V.,Netherlands,official-sponsor-register
company-65191d10d07bf23365f9a43c,Cycleon B.V.,Netherlands,official-sponsor-register
company-e022b7026b9c5d045d4b77ab,Cycling Sports Group Europe B.V.,Netherlands,official-sponsor-register
company-752d0b10337bd70fb1b1c7d9,Cyclomedia,Netherlands,official-sponsor-register
company-916253e4a150e5c8f44aa3f2,Cyclotron VU,Netherlands,official-sponsor-register
company-58a386fbd0ffaa89604e43dc,Cygnum Capital B.V.,Netherlands,official-sponsor-register
company-fc330f68382fe481c95fbaaf,Cyient B.V.,Netherlands,official-sponsor-register
company-7b10966d74c2b2e1a38af471,Cymer B.V.,Netherlands,official-sponsor-register
company-fca50fb6a4aa516b69863a2a,Cymo B.V.,Netherlands,official-sponsor-register
company-0ae8ca008b153014afe58383,Cytec Industries B.V.,Netherlands,official-sponsor-register
company-25d9090eef5e08909edba72e,Cytek Biosciences B.V.,Netherlands,official-sponsor-register
company-a44ee41c0a238595ba10552f,Cytocypher B.V.,Netherlands,official-sponsor-register
company-1e9c28158364714888787b94,Cérélia Netherlands B.V.,Netherlands,official-sponsor-register
company-cf06a51845f06ecf7732d985,D&M Europe B.V.,Netherlands,official-sponsor-register
company-5796ecc10a6cdedd3a8fcdc0,D. SOLUTIONS B.V.,Netherlands,official-sponsor-register
company-e716b8f9e24a49cb1a5533b7,D. TRADING B.V.,Netherlands,official-sponsor-register
company-9c975220fe8229b40aa57d3d,D.O.R.C. Dutch Ophthalmic Research Center (International) B.V.,Netherlands,official-sponsor-register
company-b6a615060359cb0145de108a,D.P. Supply B.V.,Netherlands,official-sponsor-register
company-7bc2f5ea630ddae843bbc8bd,D.Q.A. Pharma International B.V.,Netherlands,official-sponsor-register
company-5dd07433d022f6e84f272810,D/DOCK B.V.,Netherlands,official-sponsor-register
company-fd2bcf2e9484861eda03b8b3,D2D Holding B.V.,Netherlands,official-sponsor-register
company-d172b3f798cd9af8839a9f3f,D2Win B.V.,Netherlands,official-sponsor-register
company-19fec1bf61b58724f89e77c6,D2X Group N.V.,Netherlands,official-sponsor-register
company-439246498b9721c3e721c0ed,DAF Trucks N.V.,Netherlands,official-sponsor-register
company-972b83e7e782568ee9dade05,DAIA Luxembourg Holding S.à r.l.,Netherlands,official-sponsor-register
company-e067843d9f069bdd5d0a0493,DART Aerospace B.V.,Netherlands,official-sponsor-register
company-f2fbff4e76e223539f802cf2,DAT.Mobility B.V.,Netherlands,official-sponsor-register
company-0287747a89c85a4b35e437a5,DATUM SOLUTIONS NETHERLANDS B.V.,Netherlands,official-sponsor-register
company-ad31bf38db5cdcb98989ed4e,DAZN Media Netherlands B.V.,Netherlands,official-sponsor-register
company-035c6da932fa1c971f381d48,DBR B.V.,Netherlands,official-sponsor-register
company-396921dbbf7e4dbf3222d0cc,DBXB Netherlands B.V.,Netherlands,official-sponsor-register
company-f2a1df68327b6275d0c7eec6,DC Airco Company B.V.,Netherlands,official-sponsor-register
company-e1e52371058fd4b3bf69a614,DC People,Netherlands,official-sponsor-register
company-4c81bdecc977fed4187fda51,DCA Dienstverlening,Netherlands,official-sponsor-register
company-7ed395380611c12e1a0b68b4,DCA Market Intelligence B.V.,Netherlands,official-sponsor-register
company-bf2af9fe14c14d99a4b95be4,DCC Energy Nederland B.V.,Netherlands,official-sponsor-register
company-f640a0c6077e17ac844f8c71,DCE-Europe B.V.,Netherlands,official-sponsor-register
company-ce8b42e36f39f97a4b82bc9e,DCG Consulting B.V.,Netherlands,official-sponsor-register
company-9c24dc7be9fc391388feeb95,DCI Dutch Certification Institute,Netherlands,official-sponsor-register
company-475becc40726ea5210049ba8,DCN Diving B.V.,Netherlands,official-sponsor-register
company-b6ae5e21758b787eb05d537c,DCprime,Netherlands,official-sponsor-register
company-2418944f0a0df04dfa1e9194,DDB Amsterdam B.V.,Netherlands,official-sponsor-register
company-549ab07ccaeb780eb5a712c5,DDJ Accountants B.V.,Netherlands,official-sponsor-register
company-56a147a46d217d2e8ad5c1e1,DDL Diagnostic Laboratory B.V.,Netherlands,official-sponsor-register
company-ab70f1aa08e5e804f7b6a051,DEBoss B.V.,Netherlands,official-sponsor-register
company-a686259009048a9c5b8ce8f7,DECATNS B.V.,Netherlands,official-sponsor-register
company-6ac576daa55770fb63c61ab4,DEG Groep B.V.,Netherlands,official-sponsor-register
company-10c0d55c76444131a375007c,DEHA B.V.,Netherlands,official-sponsor-register
company-c03e5fe92dfe8e48d1deee5b,DEKC Maritime B.V.,Netherlands,official-sponsor-register
company-296fc089408c84a20aa829d6,DEKOM B.V.,Netherlands,official-sponsor-register
company-3d0b91ceaf8aa8eab7bf14e8,DEKRA Certification B.V.,Netherlands,official-sponsor-register
company-309a1acad9d4bca3b8673800,DEKRA Rail B.V.,Netherlands,official-sponsor-register
company-03e74d4fbd35ff7efbc0ca31,DELA Natura- en levensverzekeringen N.V.,Netherlands,official-sponsor-register
company-f8127342b5c9d599c453e2dc,DELMIC B.V.,Netherlands,official-sponsor-register
company-932d760167888dbd9668a717,DELTA Fiber Nederland B.V.,Netherlands,official-sponsor-register
company-d469ab27e705ba8e4926f570,DELVA Landscape Architects,Netherlands,official-sponsor-register
company-8b10513427c7c1badd3abf0b,DEMCON high-tech systems Eindhoven B.V.,Netherlands,official-sponsor-register
company-759b9e1230a61ab1d899c825,DEMCON high-tech systems Enschede B.V.,Netherlands,official-sponsor-register
company-4b5924d574b86ceb83ca05f6,DEMCON kryoz B.V.,Netherlands,official-sponsor-register
company-1ec7ad198679816bd0389095,DEMCON life sciences & health Delft B.V.,Netherlands,official-sponsor-register
company-2643427fa279ee67bd970f82,DEMCON life sciences & health Eindhoven B.V.,Netherlands,official-sponsor-register
company-84d645f4c7dfb4edac54501f,DEMCON life sciences & health Enschede B.V.,Netherlands,official-sponsor-register
company-97ba65d7e0786b2ba5906131,DEME Offshore NL B.V.,Netherlands,official-sponsor-register
company-c58e5d7562f392cf4e606df4,DEMO Consultants B.V.,Netherlands,official-sponsor-register
company-ecd5ffb7dc49cea687f07313,DENS Power B.V.,Netherlands,official-sponsor-register
company-a7250fddf69bd12f02993626,DENSsolutions B.V.,Netherlands,official-sponsor-register
company-f74d6d2a81f59fbe9e7f56db,DENTAL Universe B.V.,Netherlands,official-sponsor-register
company-758ea4f83bfcaec2a3a93cdd,DESIGN8 B.V.,Netherlands,official-sponsor-register
company-fc1b25ff7e91293a9ee722eb,DET International Holding Limited,Netherlands,official-sponsor-register
company-5325d3f1fe35e19a39c28614,DFDS Distri Holding B.V.,Netherlands,official-sponsor-register
company-18abd562299123051c91b4dd,DFDS Logistics Winterswijk B.V.,Netherlands,official-sponsor-register
company-bd5a5842db327c43e42c9f2b,DFDS Seaways B.V.,Netherlands,official-sponsor-register
company-6e273c52aebcb77c31b23bc1,DFE Pharma B.V.,Netherlands,official-sponsor-register
company-f0bdeb69263945117d4ec8b8,DFFRNT LAB B.V.,Netherlands,official-sponsor-register
company-5b2402df6990d0cc95c3a2bb,DFM N.V.,Netherlands,official-sponsor-register
company-24f032206dd9fcb438a58a6e,DFS Netherlands,Netherlands,official-sponsor-register
company-34a84e0c67c6b632f1f58864,DGB-Earth Sciences B.V.,Netherlands,official-sponsor-register
company-daaa2f1e8e43f5900dac9635,DGM Projecten B.V.,Netherlands,official-sponsor-register
company-30ce69d5b2354e6776bd0756,DGMR Bouw B.V.,Netherlands,official-sponsor-register
company-1b0bba7268cb1f188c0baa04,DGN Publishers B.V.,Netherlands,official-sponsor-register
company-dc8e31fbe58e645f3fd193f4,DH Netherlands B.V.,Netherlands,official-sponsor-register
company-b5321054df63ae9a93074859,DHI Investment B.V.,Netherlands,official-sponsor-register
company-f1fa12f2561f2db8bac2c701,DHL Express,Netherlands,official-sponsor-register
company-1907a8c6a9c83acfe122dc1b,DHL Finance Services B.V.,Netherlands,official-sponsor-register
company-2638b1a25369ffafb655d028,DHL Freight (Netherlands) B.V.,Netherlands,official-sponsor-register
company-02d77007e61b17ee16162d6a,DHL Global Forwarding (Netherlands) B.V.,Netherlands,official-sponsor-register
company-97a0bf56fd8f2d61436c8549,DHL Supply Chain (Netherlands) B.V.,Netherlands,official-sponsor-register
company-193826155a1de7ba191b978b,DHL Supply Chain Management B.V.,Netherlands,official-sponsor-register
company-80b651383ed7cfeace4e7ed5,DHL eCommerce (Netherlands) B.V.,Netherlands,official-sponsor-register
company-f4b05fe3d24080091459153b,DHR International Holland B.V.,Netherlands,official-sponsor-register
company-167b476f1deb490baeee1472,DI Blue B.V.,Netherlands,official-sponsor-register
company-2d67a63656f31fcd102f9e93,DIANA FEA B.V.,Netherlands,official-sponsor-register
company-5b613005c783ec33ab8fa251,DIF Management B.V.,Netherlands,official-sponsor-register
company-02757b586a05b114700b1efd,DIGIO ICT B.V.,Netherlands,official-sponsor-register
company-41e9e0753ee3c15e436d70ff,DIQQ B.V.,Netherlands,official-sponsor-register
company-abcec2e34c5e379dac46dde7,DISA Nederland B.V.,Netherlands,official-sponsor-register
company-75eecbafd1d6949024ee03c0,DIV B.V.,Netherlands,official-sponsor-register
company-9f285f99f0fdee1c0e8bfdb2,DJI Europe B.V.,Netherlands,official-sponsor-register
company-2221ae9dbe9f0c27f1ddf5ee,DK-Schweizer Europe B.V.,Netherlands,official-sponsor-register
company-6d3a77d838dabcb254370bc0,DK-Schweizer Nederland B.V.,Netherlands,official-sponsor-register
company-004e50c5066d2245952235b6,DL Packaging B.V.,Netherlands,official-sponsor-register
company-46007a532be0e38da1291df4,DLA Piper Nederland N.V.,Netherlands,official-sponsor-register
company-f7154e182ce6dd7db8879b5e,DLF B.V.,Netherlands,official-sponsor-register
company-9fb840981615a945f4f6a55b,DLM Finance B.V.,Netherlands,official-sponsor-register
company-dbadfe9559dc8e9dad2460ec,DMC Invest B.V.,Netherlands,official-sponsor-register
company-c0153dd2a52283d51b7897ca,DMC Production B.V.,Netherlands,official-sponsor-register
company-8ccb0398982c05e79c843853,DMEGC Renewable Energy B.V.,Netherlands,official-sponsor-register
company-385a6d10e1cec724298218fe,DMS Insight Works,Netherlands,official-sponsor-register
company-fd35506ef861d62e94a2c2c0,DMT Modular Constructions B.V.,Netherlands,official-sponsor-register
company-5889105afdb4054b1716ad00,DNA.inc B.V.,Netherlands,official-sponsor-register
company-bacb66b49bb9449cc3b457ea,DNP Imagingcomm Europe B.V.,Netherlands,official-sponsor-register
company-47705aa6a02e4579b6df3afc,DNV Business Assurance B.V.,Netherlands,official-sponsor-register
company-7274da07c2d71f39cc252369,DNV Netherlands B.V.,Netherlands,official-sponsor-register
company-46709d228683218b814cc25f,DNVO Consulting B.V.,Netherlands,official-sponsor-register
company-053f04568a8a051b1a3c7162,DOCS International B.V.,Netherlands,official-sponsor-register
company-b415189cd575bd5484485615,DOOR architecten B.V.,Netherlands,official-sponsor-register
company-a7ac6eded0114d3061fea105,DOT Robot B.V.,Netherlands,official-sponsor-register
company-f0c5e3abefbe6e5c5951b29f,DP World Inland B.V.,Netherlands,official-sponsor-register
company-477f55a63d64680295ae2cd0,DP World Logistics Europe B.V.,Netherlands,official-sponsor-register
company-83331b8c80cb8ceaef8eccca,DP World Logistics Netherlands B.V.,Netherlands,official-sponsor-register
company-49ff3081aa9fee1728eed2d2,DP6 architectuurstudio B.V.,Netherlands,official-sponsor-register
company-98afdeed7a9953c1ceac49a8,DPA Engineering,Netherlands,official-sponsor-register
company-bbf50cc42f4d65fbebc206aa,DPA Legal B.V.,Netherlands,official-sponsor-register
company-0e8db9b780bf5d3cc9b14ac3,DPG Media B.V.,Netherlands,official-sponsor-register
company-13bf6e3d7131c04d473a9a05,DPI Animation House B.V.,Netherlands,official-sponsor-register
company-809acded643af4adf5c73303,DPO Consultancy B.V.,Netherlands,official-sponsor-register
company-929e95c6e23a5ad32569e7ea,DPP B.V.,Netherlands,official-sponsor-register
company-25a28e0d8852d72bced26436,DPR Construction B.V.,Netherlands,official-sponsor-register
company-9843f873fb97dd57ea52a33f,DPS Engineering (Netherlands) B.V.,Netherlands,official-sponsor-register
company-9c1baf207d7c8f7070218cd2,DQ&A Group B.V.,Netherlands,official-sponsor-register
company-9704416ef106fb91b8c01e79,DQ&A Nederland B.V.,Netherlands,official-sponsor-register
company-69b751e2f7ecab63b53e1673,DRB Group B.V.,Netherlands,official-sponsor-register
company-c7f04f137b85ddd1ae75becb,DRCT Containers B.V.,Netherlands,official-sponsor-register
company-576c2c0aeef6614afd77f8d0,DRIFT,Netherlands,official-sponsor-register
company-010b2f2cf01d10165aa75d9a,DRN B.V.,Netherlands,official-sponsor-register
company-f163e8fa08c88e2f45669acb,DROM,Netherlands,official-sponsor-register
company-79ff69394a9282b486da595d,DRW Europe Derivatives B.V.,Netherlands,official-sponsor-register
company-fa13c87f09a04e6fb20f2c3a,DS People B.V.,Netherlands,official-sponsor-register
company-f01c9a5dabf142f81c3ccfec,DS Smith Packaging Nederland Locatie Eerbeek,Netherlands,official-sponsor-register
company-c604263acb68f01a3fd2026e,DS landschapsarchitecten,Netherlands,official-sponsor-register
company-0644a47393653a1a9b1c9980,DSG diensten B.V.,Netherlands,official-sponsor-register
company-dbb8220dce7ac6579d2b02a8,DSM NL Services B.V.,Netherlands,official-sponsor-register
company-0a6dc7556184a94938e6b1df,DSM Twilmij B.V.,Netherlands,official-sponsor-register
company-345dbef372fbdcaab41df36c,DSPA B.V.,Netherlands,official-sponsor-register
company-d834b2d9dde8b02788dc5dab,DSV Air & Sea Nederland B.V.,Netherlands,official-sponsor-register
company-a993cacdb0a402150807eaa0,DSV Contract Logistics B.V.,Netherlands,official-sponsor-register
company-731b3b8b2a87408a9fc72e42,DSV Road B.V.,Netherlands,official-sponsor-register
company-72bb107ab8b1bd58d471d13a,DSV Road Holding N.V.,Netherlands,official-sponsor-register
company-3f774581c3c5520d44abde0f,DTEK ENERGY B.V.,Netherlands,official-sponsor-register
company-1a82ac83fffd33ce27407f2d,DTEK GRIDS B.V.,Netherlands,official-sponsor-register
company-af58b89f3f463088b1d90a9d,DTEK GROUP B.V.,Netherlands,official-sponsor-register
company-a623d09099696e87b04df439,DTEK OIL&GAS B.V.,Netherlands,official-sponsor-register
company-85af990fe2ffb86a88b2a5a7,DTEK RENEWABLES FINANCE B.V.,Netherlands,official-sponsor-register
company-ae1850da50a77d84d44eeabc,DTEK RENEWABLES INTERNATIONAL B.V.,Netherlands,official-sponsor-register
company-6ac5d87867199f83d4a31e8f,DTEK RENEWABLES UKRAINE B.V.,Netherlands,official-sponsor-register
company-00019fe54feafcf9cb006f68,DTN International B.V.,Netherlands,official-sponsor-register
company-ec59d999eab1db78a297f1b4,DTN Netherlands B.V.,Netherlands,official-sponsor-register
company-565eafaec573e7214c0e190f,DTS B.V.,Netherlands,official-sponsor-register
company-d849a9c8a3bd472a655517e2,DTS Expat B.V.,Netherlands,official-sponsor-register
company-e3523bdc64144322bff3bf0f,DTT Gaming B.V.,Netherlands,official-sponsor-register
company-3042e7c0907a6d71aa968827,DTT Multimedia B.V.,Netherlands,official-sponsor-register
company-211a6c736c9c052ff000b9e9,DTX B.V.,Netherlands,official-sponsor-register
company-eb6a4dd07808c760443cd62f,DUCARES B.V.,Netherlands,official-sponsor-register
company-b882c0daa3fde08fe61dff1b,DUPI Underwriting Agencies Amsterdam B.V.,Netherlands,official-sponsor-register
company-2db6f37cb4849886cb1bafec,DUPI Underwriting Agencies B.V.,Netherlands,official-sponsor-register
company-544d06629e090c4e0d29cbc6,DVA engineering B.V.,Netherlands,official-sponsor-register
company-d211d784476a128c9c5a0920,DVJ Insights B.V.,Netherlands,official-sponsor-register
company-f48d49244e52a5176365536c,DWA B.V.,Netherlands,official-sponsor-register
company-4bf551f9cd1ecfda9a4e0846,DX Technology Services and Investment B.V.,Netherlands,official-sponsor-register
company-ed7eef47ca32fd809a8b9deb,DXC Technology,Netherlands,official-sponsor-register
company-a7d11f2fea9707b3a8fc6778,DZM Data Solution B.V.,Netherlands,official-sponsor-register
company-8a3f3b734af89994625646b7,Da Vinci Derivatives B.V.,Netherlands,official-sponsor-register
company-431cf4e599221831d2a7a21d,Da Vinci Group B.V.,Netherlands,official-sponsor-register
company-fc8831c8212e0e6c80980b3e,Da Vinci Laboratory Solutions B.V.,Netherlands,official-sponsor-register
company-edcc0d5360b8d520af63b819,Daarnhouwer & Co B.V.,Netherlands,official-sponsor-register
company-2a2c3f374136dee7f141bab8,Dachser Netherlands B.V.,Netherlands,official-sponsor-register
company-055161cc811a5ef392e027f0,Dada Consultancy B.V.,Netherlands,official-sponsor-register
company-b70063f2cd037ac78b76ddeb,Daedong Kioti Europe B.V.,Netherlands,official-sponsor-register
company-c445fbdadb4aba0436d427a8,Daelmans Oss B.V.,Netherlands,official-sponsor-register
company-f7b80b4da394af7b4d0355cb,Daesang Europe B.V.,Netherlands,official-sponsor-register
company-879a7b2199ef33bd9447ce40,Dagi Metals B.V.,Netherlands,official-sponsor-register
company-4eda40d8e7c5d825906eed8d,Dahua Europe B.V.,Netherlands,official-sponsor-register
company-9155ba2a54630bdb469ae095,Daifuku Airport Netherlands B.V.,Netherlands,official-sponsor-register
company-6bb0dfc96e6ff3b7b108243f,Daikin Chemical Netherlands B.V.,Netherlands,official-sponsor-register
company-4ad9ce9e4d34fcdfa7cdd9e3,Daily Paper Wholesale B.V.,Netherlands,official-sponsor-register
company-8d3e7929acd9779e8965ce13,Dainippon Screen (Nederland) B.V.,Netherlands,official-sponsor-register
company-314d89501e0f2a0886b4561e,DairyDataWarehouse B.V.,Netherlands,official-sponsor-register
company-4d2a73ec84f9d5d3684a1bad,Daisycon B.V.,Netherlands,official-sponsor-register
company-89a7d99e3e815d8e28ce1a74,Daitron (Netherlands) B.V.,Netherlands,official-sponsor-register
company-f2b49768422f9e4beec3589b,Daiwa House Europe B.V.,Netherlands,official-sponsor-register
company-d9a7444998fe748acca8eb5a,Daiwa Kasei Europe B.V.,Netherlands,official-sponsor-register
company-c6bc5f09d47910031aeced44,Daksha Consultancy B.V.,Netherlands,official-sponsor-register
company-547965c196d9dc91d44e13b0,Dallas Netherlands Cooperative U.A.,Netherlands,official-sponsor-register
company-db904f79f9569e870193a0d8,Dalsem B.V.,Netherlands,official-sponsor-register
company-201cb35c03693f24f6b0a6ae,Dam 9 B.V.,Netherlands,official-sponsor-register
company-79581357eac024c25ec1aa9f,Damen Civil & Modular Constructions B.V.,Netherlands,official-sponsor-register
company-2f98b720b7aa06824188bee7,Damen Dredging Equipment B.V.,Netherlands,official-sponsor-register
company-0780447b4f751811b11beab6,Damen Financial Services Holding B.V.,Netherlands,official-sponsor-register
company-7c189597df557c08b5631b91,Damen Global Support B.V.,Netherlands,official-sponsor-register
company-62ea4d96ac4b94207d0cec3e,Damen Marine Components Netherlands B.V.,Netherlands,official-sponsor-register
company-da04f9aaf5fdfb067904946d,Damen Offshore & Specialized Vessels B.V.,Netherlands,official-sponsor-register
company-6bdfd705b5c048f76629b0d9,Damen Research Development & Innovation B.V.,Netherlands,official-sponsor-register
company-02bd4d1be43fc191358527ec,Damen Schelde Naval Shipbuilding B.V.,Netherlands,official-sponsor-register
company-3e6a4379c3233e6d3bd430ce,Damen Services B.V.,Netherlands,official-sponsor-register
company-d01886946b97daa1c2a50393,Damen Shipbuilding & Cooperation B.V.,Netherlands,official-sponsor-register
company-9a64346eb62134bc4d15dd12,Damen Shiprepair Harbour & Voyage B.V.,Netherlands,official-sponsor-register
company-84f3b3671271807a51a294c6,Damen Shiprepair Rotterdam B.V.,Netherlands,official-sponsor-register
company-0f4e479bd1d88167af23244f,Damen Workboats B.V.,Netherlands,official-sponsor-register
company-d07189e7a7d56bbf9fd5c69d,Damen Yachting B.V.,Netherlands,official-sponsor-register
company-458d8877748ef9c57af64dc0,Dan-Bunkering B.V.,Netherlands,official-sponsor-register
company-5a1dcfc2634f6e04a74c7e3c,DanTrade B.V.,Netherlands,official-sponsor-register
company-fb147eb485f121b03ab5f3f9,Dana Petroleum Netherlands B.V.,Netherlands,official-sponsor-register
company-a60eb4b7b64b367bdd13cfb1,Dana SAC Benelux B.V.,Netherlands,official-sponsor-register
company-8654617fba57f0bb9a9f0189,Danfoss B.V.,Netherlands,official-sponsor-register
company-7d0dfdcaac8d4987ce5af540,Danfoss Power Solutions II B.V.,Netherlands,official-sponsor-register
company-12287f2c4520f2a911419a4b,Danieli Corus B.V.,Netherlands,official-sponsor-register
company-13efc07ce8a4331930052623,Danish Crown Netherlands B.V.,Netherlands,official-sponsor-register
company-6380fc8640ca3f71977fc1e4,Danone Baby and Medical Nutrition Nederland B.V.,Netherlands,official-sponsor-register
company-d7850c2117e3ce5482e211da,Danone Global Research & Innovation Center B.V.,Netherlands,official-sponsor-register
company-f8663b3d02b72f28913a27cf,Danone Nutricia Nederland B.V.,Netherlands,official-sponsor-register
company-bd4845da4039e55864d81a53,Danone Trading ELN B.V.,Netherlands,official-sponsor-register
company-60193d69a99dd6066917531d,Danone Trading Medical B.V.,Netherlands,official-sponsor-register
company-f28ac1c39365fe5717218616,Daqso International B.V.,Netherlands,official-sponsor-register
company-b7b46ebc127ac541a52479fe,Darfon Europe B.V.,Netherlands,official-sponsor-register
company-0714f48439a204b2bb192fae,Dark Matter Laboratories B.V.,Netherlands,official-sponsor-register
company-37178169aa41e937d1f97c82,Darktrace Netherlands B.V.,Netherlands,official-sponsor-register
company-54cf54e3b58a323d7c024f73,Darling Ingredients International Holding B.V.,Netherlands,official-sponsor-register
company-e64788a2114e81c12534e3b6,Darling Ingredients International IT Services B.V.,Netherlands,official-sponsor-register
company-0a6c8642d5927fe19315012a,Darwin Recruitment B.V.,Netherlands,official-sponsor-register
company-2659df9ac6b6457fe47feb35,Dashmote B.V.,Netherlands,official-sponsor-register
company-754e5d14b3440556cf63eb9d,Dassault Systèmes B.V.,Netherlands,official-sponsor-register
company-ad098117ecd0234a2b8ea1fa,Daston B.V.,Netherlands,official-sponsor-register
company-06a5b0c5f02190c84775c2c2,DatHuis B.V.,Netherlands,official-sponsor-register
company-8d97a1c86c16a279b7ed9f20,Data Lens B.V.,Netherlands,official-sponsor-register
company-64366d400d389e61962e6a15,Data eXcellence B.V.,Netherlands,official-sponsor-register
company-646b0b70589e23d032cac7ff,Data-Centric Engineering B.V.,Netherlands,official-sponsor-register
company-3982f39b0d8ec714de6ce5ee,Data2Logistics Europe B.V.,Netherlands,official-sponsor-register
company-b069856ffc834a9185cbc39d,DataBalk B.V.,Netherlands,official-sponsor-register
company-02a0005af0010073a9428072,DataLabFabriek B.V.,Netherlands,official-sponsor-register
company-d7c1af4e25544641731b3afc,DataLane B.V.,Netherlands,official-sponsor-register
company-5919828e86bd5d74b81e19df,DataLyzer International B.V.,Netherlands,official-sponsor-register
company-ce7f2338b4f3495884a893a7,DataPebbles B.V.,Netherlands,official-sponsor-register
company-160866274ded33eebe266caa,DataProphet International Operations B.V.,Netherlands,official-sponsor-register
company-6998cf953beea241bb02d511,DataSnipper B.V.,Netherlands,official-sponsor-register
company-03932890c8616d112b61e4ff,Databricks,Netherlands,official-sponsor-register
company-6bb1c3a9fc54a6bb0d79a77f,Datacation B.V.,Netherlands,official-sponsor-register
company-19c0829d086480f305c42587,Datadog Netherlands B.V.,Netherlands,official-sponsor-register
company-e99356a0ca487cfac905cb3a,Dataflex International B.V.,Netherlands,official-sponsor-register
company-56324a1203b471f67bdd9fc3,Datafuture B.V.,Netherlands,official-sponsor-register
company-c847d804ac508880fe443e95,Dataiku B.V.,Netherlands,official-sponsor-register
company-6d8d64eb0069fe4f037b8b46,Datakeeper B.V.,Netherlands,official-sponsor-register
company-d113d3f6b43eb8b5c9889e70,Datamaran B.V.,Netherlands,official-sponsor-register
company-2abc63355863c6d2c362c7e2,Datavideo Technologies Europe B.V.,Netherlands,official-sponsor-register
company-c356aa20d4dae6ca2cb27322,Datelnet Group B.V.,Netherlands,official-sponsor-register
company-51a0ac238ce7e49969067bfa,Datenna B.V.,Netherlands,official-sponsor-register
company-1d9b9b4ebc421f4af352b8bb,Datlinq,Netherlands,official-sponsor-register
company-2e6549a006b3439d90a93dc4,David Lewis Productions B.V.,Netherlands,official-sponsor-register
company-59868ec60b6031810acd6602,David Lloyd Sports & Health Club,Netherlands,official-sponsor-register
company-2f403f8a0b8694afbb4e40ac,Dawn Aerospace Nederland B.V.,Netherlands,official-sponsor-register
company-dff677a93a3412432434c7dd,Dawn Foods B.V.,Netherlands,official-sponsor-register
company-8fdd7a577306c31ae26f47c9,Dawn Foods International B.V.,Netherlands,official-sponsor-register
company-20001ddeea259899f3319b48,Dawning Digital B.V.,Netherlands,official-sponsor-register
company-174be5fabc2ba38b33239ada,Dayrize B.V.,Netherlands,official-sponsor-register
